account_id,username,account_age_days,posts,followers,following,has_profile_picture,bio_length,avg_likes_per_post,avg_comments_per_post,follow_back_ratio,username_pattern,activity_pattern,network_pattern,label
acc_590145,david_gym,1913,27,114,9694,0,28,1,3,0.011759851454507943,normal,burst,mass_following,suspicious
acc_925704,james_sports,2097,163,11724,498,1,26,10,1,10.0,normal,normal,fake_follower_spike,suspicious
acc_545790,sarah_jones,611,0,22,0,1,27,0,0,0.0,normal,normal,normal,genuine
acc_740916,mike_travel,262,7,326,546,1,27,20,0,0.5970695970695971,normal,normal,normal,genuine
acc_857830,james_sports,593,0,252,0,1,33,0,0,0.0,normal,normal,normal,genuine
acc_717101,olivia_art,510,70,34,270,1,28,18,0,0.1259259259259259,normal,normal,normal,genuine
acc_650705,lily_food,1748,19,247,189,0,0,10,0,1.306878306878307,normal,normal,normal,genuine
acc_447514,david_gym_159,315,0,895,0,1,0,0,0,0.0,normal,normal,normal,genuine
acc_647941,john_photo_234,1000,38,69,163,1,33,6,0,0.4233128834355828,normal,normal,normal,genuine
acc_297594,mike_travel_46,1087,49,88,649,1,30,16,2,0.13559322033898305,normal,normal,normal,genuine
acc_791557,chris_music,1817,0,46,0,1,32,0,0,0.0,normal,normal,normal,genuine
acc_575394,lily_food,1267,0,0,736,1,32,0,0,0.0,normal,normal,normal,genuine
acc_901075,alex_smith,488,281,0,876,1,32,15,3,0.0,normal,normal,normal,genuine
acc_556367,mark_coffee,1060,877,771,1897,0,37,13,2,0.40643120716921455,normal,normal,normal,genuine
acc_703998,sarah_jones_424,1735,24,772,559,1,0,18,14,1.3810375670840787,normal,normal,normal,genuine
acc_564387,get_2026,1490,2692,342,330,0,34,10,1,1.0363636363636364,normal,repetitive,normal,suspicious
acc_161040,lily_food_567,233,654,401,253,0,34,5,2,1.5849802371541502,normal,spammy,normal,suspicious
acc_375710,lily_food_817,2140,38,5543,3739,0,37,237,27,1.4824819470446644,normal,normal,normal,genuine
acc_767155,sarah_jones,1812,0,0,0,0,37,0,0,0.0,normal,normal,normal,genuine
acc_440131,mark_coffee_368,1536,28,0,21,1,33,18,1,0.0,normal,normal,normal,genuine
acc_320290,john_photo_658,304,414,0,114,0,28,19,0,0.0,normal,normal,normal,genuine
acc_518309,james_sports,1401,5,0,4811,1,31,7,5,0.0,normal,normal,normal,genuine
acc_153682,olivia_art,875,389,0,406,0,31,15,0,0.0,normal,normal,normal,genuine
acc_898144,olivia_art,80,42,0,162,1,36,1,1,0.0,normal,normal,normal,genuine
acc_738359,olivia_art_10,711,335,69,0,1,27,19,2,0.0,normal,normal,normal,genuine
acc_415184,john_photo,75,59,62,4061,0,31,6,3,0.015267175572519083,normal,burst,mass_following,suspicious
acc_712812,free_here,2069,0,52,1392,0,34,0,0,0.03735632183908046,normal,spammy,mass_following,suspicious
acc_894780,john_photo_58,2027,0,28,200,0,0,0,0,0.14,normal,normal,normal,genuine
acc_812506,isabella_yoga,482,2955,458,294,1,39,5,2,1.5578231292517006,normal,spammy,normal,suspicious
acc_190196,lily_food_983,395,68,47,549,1,26,15,1,0.08561020036429873,normal,normal,normal,genuine
acc_696004,alex_smith_853,2496,67,18221,332,0,28,38,4,10.0,normal,normal,fake_follower_spike,suspicious
acc_400384,sophia_nature,236,50,111,0,1,26,7,4,0.0,normal,normal,normal,genuine
acc_699121,sophia_nature,2167,6,41,0,1,26,20,3,0.0,normal,normal,normal,genuine
acc_777132,crypto_pump,1779,4277,295,275,0,30,5,2,1.0727272727272728,normal,repetitive,normal,suspicious
acc_995139,chris_music,869,96,27725,139,0,31,75,16,10.0,normal,normal,fake_follower_spike,suspicious
acc_312368,jessica_reads,1633,41,667,282,1,26,31,3,2.3652482269503547,normal,normal,normal,genuine
acc_837189,james_sports,7,28,5254,323,1,39,27,10,10.0,normal,normal,fake_follower_spike,suspicious
acc_438503,jessica_reads,278,0,18,738,1,36,0,0,0.024390243902439025,normal,normal,normal,genuine
acc_122323,olivia_art,1108,18,162,1078,1,37,7,1,0.150278293135436,normal,normal,normal,genuine
acc_506881,olivia_art,1774,21,107,247,1,26,3,2,0.4331983805668016,normal,normal,normal,genuine
acc_798260,tom_books_184,2015,0,9079,18,1,27,0,0,10.0,normal,normal,normal,genuine
acc_817628,free_fast,2075,3828,192,438,1,30,8,3,0.4383561643835616,normal,repetitive,normal,suspicious
acc_851914,user_94188888,1336,3787,262,313,0,28,10,1,0.8370607028753994,normal,repetitive,normal,suspicious
acc_250456,tom_books_240,25,52,681,196,0,33,49,4,3.4744897959183674,normal,normal,normal,genuine
acc_170238,get_fast,2451,0,41,1805,0,39,0,0,0.022714681440443214,normal,spammy,mass_following,suspicious
acc_373951,tom_books,1273,12,42,52,0,28,2,2,0.8076923076923077,normal,normal,normal,genuine
acc_474031,click_easy,1563,3243,232,696,1,30,3,1,0.3333333333333333,normal,repetitive,normal,suspicious
acc_267069,jessica_reads_564,1615,45,824,25,1,27,41,9,10.0,normal,normal,normal,genuine
acc_918859,isabella_yoga,924,411,857,0,1,32,22,16,0.0,normal,normal,normal,genuine
acc_482614,sarah_jones,1621,38,262,0,1,0,25,2,0.0,normal,normal,normal,genuine
acc_159830,sophia_nature,2298,0,684,58,0,33,0,0,10.0,normal,normal,normal,genuine
acc_753484,james_sports,687,3308,0,0,1,26,13,1,0.0,normal,normal,normal,genuine
acc_393088,jessica_reads,1003,2006,103,515,1,31,4,1,0.2,normal,spammy,normal,suspicious
acc_689605,isabella_yoga_268,1518,2217,243,781,1,36,1,0,0.3111395646606914,normal,spammy,normal,suspicious
acc_812685,alex_smith,1639,45,8402,0,1,27,155,50,0.0,normal,normal,normal,genuine
acc_327281,olivia_art_624,2046,36,200,7848,1,34,6,0,0.0254841997961264,normal,burst,mass_following,suspicious
acc_549192,jessica_reads_610,667,0,85,4842,1,36,0,0,0.01755472945064023,normal,normal,normal,genuine
acc_190744,sarah_jones,1316,2452,380,256,1,39,4,2,1.484375,normal,spammy,normal,suspicious
acc_198343,user_4228888,1943,4205,364,173,1,34,6,1,2.1040462427745665,normal,repetitive,normal,suspicious
acc_721301,jessica_reads,1470,3381,246,0,0,37,7,4,0.0,normal,normal,normal,genuine
acc_934103,jessica_reads,14,19,5632,393,1,31,33,5,10.0,normal,normal,fake_follower_spike,suspicious
acc_538732,get_2026,1304,0,78,660,0,31,0,0,0.11818181818181818,normal,spammy,mass_following,suspicious
acc_651499,tom_books,591,0,34,85,1,33,0,0,0.4,normal,normal,normal,genuine
acc_499812,olivia_art,976,58,188,76,1,30,8,5,2.473684210526316,normal,normal,normal,genuine
acc_482986,mike_travel_79,52,0,582,179,1,37,0,0,3.2513966480446927,normal,normal,normal,genuine
acc_704586,get_easy,1116,3950,498,911,0,30,8,3,0.5466520307354555,normal,repetitive,normal,suspicious
acc_773757,mark_coffee,2387,0,0,1472,1,33,0,0,0.0,normal,normal,normal,genuine
acc_902884,david_gym,1385,1646,206,346,0,39,4,0,0.5953757225433526,normal,spammy,normal,suspicious
acc_795201,tom_books,1888,2436,286,737,1,28,4,0,0.3880597014925373,normal,spammy,normal,suspicious
acc_548902,follow_2026,2493,0,23,1774,0,28,0,0,0.012965050732807215,normal,spammy,mass_following,suspicious
acc_724830,crypto_pump,188,0,54,1785,0,31,0,0,0.030252100840336135,normal,spammy,mass_following,suspicious
acc_986611,olivia_art_456,476,0,78,0,1,30,0,0,0.0,normal,normal,normal,genuine
acc_279130,james_sports_84,1940,8,85,2520,1,33,1,2,0.03373015873015873,normal,normal,normal,genuine
acc_685641,lily_food,1481,714,221,587,1,32,1,1,0.37649063032367974,normal,spammy,normal,suspicious
acc_284692,sophia_nature,1107,464,60,2143,0,33,18,4,0.027998133457769483,normal,normal,normal,genuine
acc_983054,sophia_nature,1131,5,682,52,1,30,51,8,10.0,normal,normal,normal,genuine
acc_285923,isabella_yoga,848,33,27,192,0,26,12,1,0.140625,normal,normal,normal,genuine
acc_449067,emma_tech_512,840,209,34,3012,1,32,10,0,0.011288180610889775,normal,normal,normal,genuine
acc_668714,lily_food_499,1229,55,838,804,1,37,32,13,1.0422885572139304,normal,normal,normal,genuine
acc_279787,john_photo,2458,21,99,980,1,33,2,2,0.10102040816326531,normal,normal,normal,genuine
acc_492136,chris_music,1992,2775,329,206,0,27,2,1,1.5970873786407767,normal,spammy,normal,suspicious
acc_861911,james_sports_206,1493,0,884,527,0,31,0,0,1.6774193548387097,normal,normal,normal,genuine
acc_715145,jessica_reads,23,66,4558,159,1,32,39,2,10.0,normal,normal,fake_follower_spike,suspicious
acc_108203,james_sports,1227,0,0,155,1,28,0,0,0.0,normal,normal,normal,genuine
acc_711999,mark_coffee,1277,2187,63,192,0,27,13,1,0.328125,normal,normal,normal,genuine
acc_907074,chris_music,1398,0,0,801,1,0,0,0,0.0,normal,normal,normal,genuine
acc_593298,buy_easy,451,3229,404,609,0,39,6,2,0.6633825944170771,normal,repetitive,normal,suspicious
acc_128535,david_gym,1026,149,25525,243,1,37,78,19,10.0,normal,normal,fake_follower_spike,suspicious
acc_608242,jessica_reads,2197,2042,0,0,1,28,7,3,0.0,normal,normal,normal,genuine
acc_322022,david_gym,2100,0,0,256,1,26,0,0,0.0,normal,normal,normal,genuine
acc_675189,chris_music,1195,48,0,786,1,36,8,0,0.0,normal,normal,normal,genuine
acc_244167,user_24588888,280,7,454,9274,0,36,4,3,0.048954065128315724,normal,burst,mass_following,suspicious
acc_924318,james_sports_125,231,2135,291,204,0,37,22,0,1.4264705882352942,normal,normal,normal,genuine
acc_558976,lily_food_751,381,0,0,99,1,32,0,0,0.0,normal,normal,normal,genuine
acc_400096,mark_coffee,2487,23,87,161,1,0,11,5,0.5403726708074534,normal,normal,normal,genuine
acc_666843,tom_books_456,554,45,59,2269,1,31,2,3,0.02600264433671221,normal,normal,normal,genuine
acc_656666,jessica_reads,287,3161,60,0,1,30,14,0,0.0,normal,normal,normal,genuine
acc_431414,sarah_jones,73,0,101,2248,1,33,0,0,0.0449288256227758,normal,normal,normal,genuine
acc_414070,jessica_reads,827,376,0,788,1,36,18,0,0.0,normal,normal,normal,genuine
acc_327062,mark_coffee_744,1778,451,498,137,1,26,16,2,3.6350364963503647,normal,normal,normal,genuine
acc_212904,olivia_art_741,301,19,75,3738,1,0,9,5,0.020064205457463884,normal,normal,normal,genuine
acc_606911,crypto_pump,1832,4347,98,875,0,28,10,3,0.112,normal,repetitive,normal,suspicious
acc_429666,john_photo,634,2434,198,502,0,30,1,0,0.3944223107569721,normal,spammy,normal,suspicious
acc_903072,david_gym,2446,15,25,933,1,31,8,0,0.02679528403001072,normal,normal,normal,genuine
acc_467965,isabella_yoga,18,78,8231,141,1,30,46,2,10.0,normal,normal,fake_follower_spike,suspicious
acc_504617,user_6598888,996,4784,108,517,0,30,9,3,0.20889748549323017,normal,repetitive,normal,suspicious
acc_812169,chris_music,161,4539,804,0,1,36,76,12,0.0,normal,normal,normal,genuine
acc_817945,alex_smith,945,55,30356,451,1,33,42,19,10.0,normal,normal,fake_follower_spike,suspicious
acc_398051,chris_music,3,37,5923,160,0,31,6,4,10.0,normal,normal,fake_follower_spike,suspicious
acc_788975,buy_easy,421,3816,360,639,0,30,9,1,0.5633802816901409,normal,repetitive,normal,suspicious
acc_876002,tom_books_704,506,2156,374,344,0,30,4,2,1.0872093023255813,normal,spammy,normal,suspicious
acc_117074,sophia_nature,17,68,16957,400,1,32,67,14,10.0,normal,normal,fake_follower_spike,suspicious
acc_365573,user_18788,1411,43,95,4647,0,28,2,3,0.02044329675059178,normal,burst,mass_following,suspicious
acc_641737,david_gym,2309,2823,560,44,0,0,52,2,10.0,normal,normal,normal,genuine
acc_408545,jessica_reads,2103,499,8255,0,1,33,697,117,0.0,normal,normal,normal,genuine
acc_303071,david_gym,622,2591,0,10,0,33,5,5,0.0,normal,normal,normal,genuine
acc_526117,lily_food,970,460,284,886,0,32,25,5,0.32054176072234764,normal,normal,normal,genuine
acc_169078,lily_food_860,1307,29,39,191,0,30,13,3,0.20418848167539266,normal,normal,normal,genuine
acc_268010,tom_books,1300,380,988,126,1,27,12,5,7.841269841269841,normal,normal,normal,genuine
acc_674553,isabella_yoga_294,861,28,57,0,1,0,10,0,0.0,normal,normal,normal,genuine
acc_305602,get_2026,2183,1032,469,364,1,39,7,1,1.2884615384615385,normal,repetitive,normal,suspicious
acc_287949,jessica_reads,1048,127,9918,157,1,37,41,19,10.0,normal,normal,fake_follower_spike,suspicious
acc_530794,tom_books,1504,70,8890,346,1,28,476,132,10.0,normal,normal,normal,genuine
acc_118768,john_photo,1629,8,0,0,1,26,4,3,0.0,normal,normal,normal,genuine
acc_155407,olivia_art_848,558,4351,267,0,1,26,5,1,0.0,normal,normal,normal,genuine
acc_320939,lily_food_854,1684,0,76,0,0,32,0,0,0.0,normal,normal,normal,genuine
acc_646802,jessica_reads_645,25,0,3319,33,1,31,0,0,10.0,normal,normal,normal,genuine
acc_681023,jessica_reads,692,0,17,571,1,37,0,0,0.0297723292469352,normal,normal,normal,genuine
acc_669948,isabella_yoga,1566,65,10232,215,0,33,71,4,10.0,normal,normal,fake_follower_spike,suspicious
acc_457411,jessica_reads,914,220,0,0,1,28,17,4,0.0,normal,normal,normal,genuine
acc_621877,sophia_nature_503,1339,0,0,607,1,26,0,0,0.0,normal,normal,normal,genuine
acc_878325,sophia_nature_425,406,3844,0,114,1,30,17,5,0.0,normal,normal,normal,genuine
acc_223088,mark_coffee,860,352,0,0,0,30,17,2,0.0,normal,normal,normal,genuine
acc_932196,emma_tech,1242,314,32,4116,0,32,8,4,0.007774538386783284,normal,normal,normal,genuine
acc_658623,david_gym,283,0,0,851,1,27,0,0,0.0,normal,normal,normal,genuine
acc_800646,david_gym,2025,0,449,0,1,36,0,0,0.0,normal,normal,normal,genuine
acc_907756,emma_tech,1898,0,0,352,1,27,0,0,0.0,normal,normal,normal,genuine
acc_362682,mark_coffee,2491,1,957,114,1,30,61,17,8.394736842105264,normal,normal,normal,genuine
acc_717088,sarah_jones_395,502,19,301,0,1,28,6,5,0.0,normal,normal,normal,genuine
acc_660134,lily_food,75,36,49,0,0,0,11,2,0.0,normal,normal,normal,genuine
acc_534152,david_gym,1122,0,24,0,1,30,0,0,0.0,normal,normal,normal,genuine
acc_303047,mark_coffee,790,11,0,138,1,31,3,1,0.0,normal,normal,normal,genuine
acc_862473,user_2168888,118,68,123,2407,0,31,6,3,0.051100955546323226,normal,burst,mass_following,suspicious
acc_186205,jessica_reads,1813,0,0,2005,1,31,0,0,0.0,normal,normal,normal,genuine
acc_679577,david_gym,1487,113,1129,0,1,31,38,6,0.0,normal,normal,normal,genuine
acc_690570,isabella_yoga,2290,301,96,577,1,30,11,5,0.1663778162911612,normal,normal,normal,genuine
acc_947322,david_gym,1215,0,67,794,1,32,0,0,0.08438287153652393,normal,normal,normal,genuine
acc_583887,jessica_reads,1460,0,8723,641,1,0,0,0,10.0,normal,normal,normal,genuine
acc_269864,sarah_jones,805,29,2095,169,1,31,51,9,10.0,normal,normal,normal,genuine
acc_848815,follow_2026,2203,505,287,398,0,30,10,1,0.7211055276381909,normal,repetitive,normal,suspicious
acc_438354,chris_music,849,0,28,4,1,33,0,0,7.0,normal,normal,normal,genuine
acc_168466,lily_food,1242,0,8813,0,1,37,0,0,0.0,normal,normal,normal,genuine
acc_551839,emma_tech,519,0,3,0,1,27,0,0,0.0,normal,normal,normal,genuine
acc_855829,john_photo,2275,0,254,0,1,26,0,0,0.0,normal,normal,normal,genuine
acc_656366,buy_fast,158,0,49,1528,0,39,0,0,0.03206806282722513,normal,spammy,mass_following,suspicious
acc_960687,lily_food_45,135,30,1076,4400,0,26,73,9,0.24454545454545454,normal,normal,normal,genuine
acc_630608,chris_music,2281,5,0,143,0,32,3,3,0.0,normal,normal,normal,genuine
acc_733754,tom_books,1540,20,0,0,1,32,20,2,0.0,normal,normal,normal,genuine
acc_385980,mark_coffee,2221,164,8645,393,1,30,80,9,10.0,normal,normal,fake_follower_spike,suspicious
acc_169774,user_14088888,845,27,328,5854,0,39,3,3,0.05603006491288008,normal,burst,mass_following,suspicious
acc_277715,james_sports_245,2,95,46,731,0,36,17,2,0.06292749658002736,normal,normal,normal,genuine
acc_282773,alex_smith_874,1941,406,29,2434,1,36,1,4,0.01191454396055875,normal,normal,normal,genuine
acc_322955,james_sports,1880,0,652,110,1,32,0,0,5.927272727272728,normal,normal,normal,genuine
acc_748985,jessica_reads,2211,163,0,353,1,33,5,1,0.0,normal,normal,normal,genuine
acc_254665,tom_books,2274,2960,0,3674,1,32,15,0,0.0,normal,normal,normal,genuine
acc_577116,user_53488,2435,99,444,6781,0,31,5,2,0.0654770682790149,normal,burst,mass_following,suspicious
acc_445426,sophia_nature,1793,661,8092,0,0,27,379,76,0.0,normal,normal,normal,genuine
acc_478722,money_maker99,131,1932,322,375,1,34,7,3,0.8586666666666667,normal,repetitive,normal,suspicious
acc_993990,emma_tech,69,479,22,613,1,36,6,4,0.03588907014681892,normal,normal,normal,genuine
acc_806956,emma_tech,1243,24,0,0,0,30,6,3,0.0,normal,normal,normal,genuine
acc_930380,david_gym,941,7,220,7519,1,31,3,1,0.029259210001329965,normal,burst,mass_following,suspicious
acc_315727,lily_food,1382,12,5436,0,1,28,127,48,0.0,normal,normal,normal,genuine
acc_594442,olivia_art_29,649,3956,0,64,1,28,8,0,0.0,normal,normal,normal,genuine
acc_323033,buy_here,546,2223,339,981,1,39,7,2,0.345565749235474,normal,repetitive,normal,suspicious
acc_241021,john_photo,1997,49,88,41,1,27,19,5,2.1463414634146343,normal,normal,normal,genuine
acc_204413,mike_travel_294,202,0,23,3822,1,0,0,0,0.006017791732077446,normal,normal,normal,genuine
acc_283480,sarah_jones,102,0,69,115,0,37,0,0,0.6,normal,normal,normal,genuine
acc_692671,lily_food,1557,370,42,195,0,26,0,5,0.2153846153846154,normal,normal,normal,genuine
acc_280222,mark_coffee,1885,45,14,2622,1,31,10,1,0.005339435545385202,normal,normal,normal,genuine
acc_465797,david_gym,2247,1368,445,450,0,26,1,2,0.9888888888888889,normal,spammy,normal,suspicious
acc_460987,sarah_jones,2091,484,9993,921,1,28,886,7,10.0,normal,normal,normal,genuine
acc_636576,mark_coffee,95,87,46402,314,0,37,61,1,10.0,normal,normal,fake_follower_spike,suspicious
acc_450290,mike_travel_941,2331,45,582,4023,1,26,15,6,0.14466815809097688,normal,normal,normal,genuine
acc_710852,mike_travel,120,0,730,44,1,0,0,0,10.0,normal,normal,normal,genuine
acc_717426,tom_books_870,2320,86,6251,98,1,32,61,14,10.0,normal,normal,fake_follower_spike,suspicious
acc_916943,mike_travel_227,1261,0,95,632,1,37,0,0,0.15031645569620253,normal,normal,normal,genuine
acc_492843,tom_books_94,66,27,0,881,0,26,3,2,0.0,normal,normal,normal,genuine
acc_250255,mark_coffee,2115,118,0,246,1,30,14,0,0.0,normal,normal,normal,genuine
acc_166330,jessica_reads,1951,0,3856,0,1,28,0,0,0.0,normal,normal,normal,genuine
acc_849584,tom_books,594,0,0,42,1,36,0,0,0.0,normal,normal,normal,genuine
acc_176281,emma_tech_899,475,0,1,409,1,32,0,0,0.0024449877750611247,normal,normal,normal,genuine
acc_835132,john_photo,478,9,0,138,1,26,13,4,0.0,normal,normal,normal,genuine
acc_316509,mike_travel,1269,0,74,0,1,33,0,0,0.0,normal,normal,normal,genuine
acc_347660,jessica_reads,1755,0,5375,0,1,33,0,0,0.0,normal,normal,normal,genuine
acc_639907,isabella_yoga,1864,0,16,13,1,28,0,0,1.2307692307692308,normal,normal,normal,genuine
acc_774751,mark_coffee,524,0,86,1739,1,33,0,0,0.04945370902817711,normal,normal,normal,genuine
acc_504687,olivia_art,470,66,788,0,0,30,49,2,0.0,normal,normal,normal,genuine
acc_724377,jessica_reads,1813,40,557,661,1,28,49,8,0.8426626323751891,normal,normal,normal,genuine
acc_237795,sarah_jones,1339,0,70,2053,1,28,0,0,0.034096444227959086,normal,normal,normal,genuine
acc_516174,isabella_yoga,576,4599,0,0,1,30,18,5,0.0,normal,normal,normal,genuine
acc_720615,jessica_reads_581,2176,31,10,77,0,27,8,4,0.12987012987012986,normal,normal,normal,genuine
acc_778044,james_sports,1795,0,410,15,1,30,0,0,10.0,normal,normal,normal,genuine
acc_956223,sophia_nature,1283,379,22,0,1,30,0,1,0.0,normal,normal,normal,genuine
acc_587559,xxx123xxx,968,3798,216,110,0,31,1,1,1.9636363636363636,normal,repetitive,normal,suspicious
acc_457140,jessica_reads,1821,0,0,9,0,33,0,0,0.0,normal,normal,normal,genuine
acc_497073,chris_music,700,0,19,4149,0,32,0,0,0.00457941672692215,normal,normal,normal,genuine
acc_967466,john_photo,580,1641,172,398,1,30,3,2,0.4321608040201005,normal,spammy,normal,suspicious
acc_128783,david_gym_875,2344,50,87,221,1,37,15,1,0.3936651583710407,normal,normal,normal,genuine
acc_731402,john_photo,1364,23,983,4762,1,0,43,17,0.20642587148257036,normal,normal,normal,genuine
acc_768455,olivia_art,275,48,59,51,0,30,0,5,1.1568627450980393,normal,normal,normal,genuine
acc_233635,user_378888,1180,21,217,5128,1,31,2,1,0.042316692667706705,normal,burst,mass_following,suspicious
acc_831442,olivia_art_502,1455,237,0,150,0,27,11,5,0.0,normal,normal,normal,genuine
acc_787603,olivia_art,328,30,526,15,1,28,4,3,10.0,normal,normal,normal,genuine
acc_902723,john_photo,1700,0,5,0,1,26,0,0,0.0,normal,normal,normal,genuine
acc_543197,click_now,1497,2515,225,284,0,34,4,1,0.7922535211267606,normal,repetitive,normal,suspicious
acc_185741,mark_coffee,467,0,0,107,1,33,0,0,0.0,normal,normal,normal,genuine
acc_920318,david_gym,15,61,3816,403,0,26,15,3,9.468982630272953,normal,normal,fake_follower_spike,suspicious
acc_424767,sophia_nature,2,32,9629,429,0,0,19,6,10.0,normal,normal,fake_follower_spike,suspicious
acc_867305,lily_food,1486,496,56,487,0,28,20,4,0.11498973305954825,normal,normal,normal,genuine
acc_134324,user_728888,1465,1540,379,195,0,30,9,3,1.9435897435897436,normal,repetitive,normal,suspicious
acc_502284,click_easy,1656,3538,466,440,1,30,10,0,1.059090909090909,normal,repetitive,normal,suspicious
acc_892911,alex_smith,1897,44,0,0,1,36,1,5,0.0,normal,normal,normal,genuine
acc_102913,user_45288888,1838,3846,259,202,0,30,9,3,1.2821782178217822,normal,repetitive,normal,suspicious
acc_827642,user_71888888,988,38,452,2922,0,37,5,1,0.15468856947296372,normal,burst,mass_following,suspicious
acc_166582,sophia_nature,2202,12,69,799,1,36,6,5,0.08635794743429287,normal,normal,normal,genuine
acc_792706,sophia_nature,1095,0,0,1050,0,0,0,0,0.0,normal,normal,normal,genuine
acc_118506,lily_food,1839,25,0,0,1,31,19,0,0.0,normal,normal,normal,genuine
acc_362874,tom_books_724,1793,36,25,0,1,26,5,0,0.0,normal,normal,normal,genuine
acc_526936,john_photo,12,44,77,92,1,31,4,0,0.8369565217391305,normal,normal,normal,genuine
acc_309392,chris_music_347,595,2096,293,302,0,27,1,1,0.9701986754966887,normal,spammy,normal,suspicious
acc_858154,isabella_yoga,953,0,859,10,1,37,0,0,10.0,normal,normal,normal,genuine
acc_283450,john_photo,1429,3919,0,919,0,33,18,2,0.0,normal,normal,normal,genuine
acc_163122,olivia_art,562,2,0,0,1,32,9,0,0.0,normal,normal,normal,genuine
acc_934765,sophia_nature_771,967,1211,116,763,1,27,2,2,0.15203145478374835,normal,spammy,normal,suspicious
acc_959613,james_sports,1740,0,0,0,1,26,0,0,0.0,normal,normal,normal,genuine
acc_516965,olivia_art_445,2262,0,10,0,1,36,0,0,0.0,normal,normal,normal,genuine
acc_370439,james_sports,490,313,0,119,0,30,13,5,0.0,normal,normal,normal,genuine
acc_275124,mike_travel,326,24,0,874,0,26,14,2,0.0,normal,normal,normal,genuine
acc_446178,sarah_jones_597,338,365,909,126,1,26,9,9,7.214285714285714,normal,normal,normal,genuine
acc_562722,john_photo,2095,125,43579,268,1,30,30,6,10.0,normal,normal,fake_follower_spike,suspicious
acc_435825,follow_here,1724,0,93,944,0,34,0,0,0.09851694915254237,normal,spammy,mass_following,suspicious
acc_691881,lily_food,1186,1990,92,43,1,27,19,4,2.13953488372093,normal,normal,normal,genuine
acc_274554,chris_music,1818,34,580,120,1,26,44,8,4.833333333333333,normal,normal,normal,genuine
acc_802889,tom_books,1869,24,55,89,1,37,5,2,0.6179775280898876,normal,normal,normal,genuine
acc_520217,mike_travel,1106,6,0,3478,0,0,12,1,0.0,normal,normal,normal,genuine
acc_606362,user_222888,190,93,303,2086,1,31,6,3,0.14525407478427613,normal,burst,mass_following,suspicious
acc_630122,isabella_yoga,1739,0,0,198,1,36,0,0,0.0,normal,normal,normal,genuine
acc_197751,jessica_reads_459,1607,1537,376,437,0,31,5,2,0.8604118993135011,normal,spammy,normal,suspicious
acc_937738,david_gym,536,41,38,86,1,37,13,1,0.4418604651162791,normal,normal,normal,genuine
acc_477400,mark_coffee_136,358,12,0,91,1,27,0,2,0.0,normal,normal,normal,genuine
acc_364315,james_sports_146,284,0,92,466,0,27,0,0,0.19742489270386265,normal,normal,normal,genuine
acc_918632,lily_food_843,1588,1850,347,764,0,30,5,0,0.45418848167539266,normal,spammy,normal,suspicious
acc_832667,olivia_art,2351,0,0,366,1,31,0,0,0.0,normal,normal,normal,genuine
acc_238440,olivia_art,1819,0,123,134,1,30,0,0,0.917910447761194,normal,normal,normal,genuine
acc_162678,jessica_reads,2197,0,908,0,1,32,0,0,0.0,normal,normal,normal,genuine
acc_787031,user_435888,362,37,57,2976,1,36,2,3,0.019153225806451613,normal,burst,mass_following,suspicious
acc_178711,mike_travel_462,2433,0,0,471,1,31,0,0,0.0,normal,normal,normal,genuine
acc_694929,user_98988888,1585,2079,397,654,0,28,4,0,0.6070336391437309,normal,repetitive,normal,suspicious
acc_394458,mike_travel_241,1538,65,11589,329,1,26,49,6,10.0,normal,normal,fake_follower_spike,suspicious
acc_952283,john_photo_72,2015,0,63,424,1,28,0,0,0.14858490566037735,normal,normal,normal,genuine
acc_253769,tom_books,162,9,22,93,1,37,15,5,0.23655913978494625,normal,normal,normal,genuine
acc_265096,sophia_nature,2491,136,10933,245,1,31,46,14,10.0,normal,normal,fake_follower_spike,suspicious
acc_182361,tom_books,1908,118,90,860,1,31,4,4,0.10465116279069768,normal,normal,normal,genuine
acc_954008,james_sports,1020,0,863,1545,0,36,0,0,0.5585760517799353,normal,normal,normal,genuine
acc_277544,follower_boost,1022,0,92,810,0,30,0,0,0.11358024691358025,normal,spammy,mass_following,suspicious
acc_256045,chris_music,3,24,5271,456,1,34,42,8,10.0,normal,normal,fake_follower_spike,suspicious
acc_949566,jessica_reads_734,863,465,987,2226,1,32,2,17,0.44339622641509435,normal,normal,normal,genuine
acc_976325,david_gym,2237,0,56,172,0,33,0,0,0.32558139534883723,normal,normal,normal,genuine
acc_418813,chris_music,1153,104,46213,354,0,31,43,13,10.0,normal,normal,fake_follower_spike,suspicious
acc_927043,isabella_yoga,924,282,5,0,1,36,17,0,0.0,normal,normal,normal,genuine
acc_354010,isabella_yoga,1962,16,0,207,0,26,9,0,0.0,normal,normal,normal,genuine
acc_761770,mike_travel,1914,38,85,2470,0,27,15,2,0.03441295546558704,normal,normal,normal,genuine
acc_346668,david_gym,1615,41,56,122,1,30,13,1,0.45901639344262296,normal,normal,normal,genuine
acc_949359,david_gym,13,50,8397,235,1,30,45,5,10.0,normal,normal,fake_follower_spike,suspicious
acc_520991,emma_tech_471,1266,0,2,69,1,30,0,0,0.028985507246376812,normal,normal,normal,genuine
acc_368218,alex_smith,152,68,41591,456,1,36,55,17,10.0,normal,normal,fake_follower_spike,suspicious
acc_588540,sophia_nature,1697,31,49,2408,1,37,3,3,0.020348837209302327,normal,normal,normal,genuine
